Name,State,MSA,Cluster ID,PC_demographics,PC_economics,PC_hospitals,PC_highered,PC_demographics_ntile,PC_economics_ntile,PC_hospitals_ntile,PC_highered_ntile,totpop_19,popchange,medage,poc,pov,youngpov,oldpov,labfor,emp,mbsaocc,serocc,salocc,ncmocc,ptmocc,houincome,wfh,pcinc,medearn,nohealthin,highed,forborn,noenglish,ownerocc,renterocc,net_mig,highered_emp_qcew,highered_inc_qcew,highered_estab_qcew,hospital_emp_qcew,hospital_inc_qcew,hospital_estab_qcew,inst_highered_endowment,inst_highered_nihresearchfunding,inst_highered_nsfresearchfunding,inst_ipeds_enrollment_all,inst_ipeds_noncarnegie,inst_ipeds_associatescolleges,inst_ipeds_baccassoccollege,inst_ipeds_baccalaureatecolleges,inst_ipeds_masterscollegeuni,inst_ipeds_doctuniallother,inst_ipeds_doctoralunihighrese,inst_ipeds_specialfocus,inst_ipeds_tribalcolleges,inst_ipeds_undergradgrad,inst_ipeds_totalgradenrollment,inst_ipeds_completions,inst_ipeds_pellawards,inst_ipeds_pellnumberofstudents,inst_hosp_ahacommunityhospitals,inst_hosp_ahabeds,inst_hosp_ahaadmissions,inst_hosp_ahasurgicaloperations,inst_hosp_nihresearchfunding,inst_hosp_medpayments,inst_hosp_medbeneficiaries,impact_gva_direct,impact_share_allind_gva,impact_share_allind_emp,impact_share_allind_inc,regional_gva_allind,regional_emp_allind,regional_inc_allind,index_real_gdp_19,current_dollar_gdp_19,real_gdp_19,index_real_gdp_21,current_dollar_gdp_21,real_gdp_21,percapita_personal_income_19,total_income_pc_19,percapita_personal_income_21,total_income_pc_21
Lynchburg,VA,LynchburgVA,7,-0.4578789747045983,-0.23927312667380418,0.15414926993405417,21.88578726186954,29,36,60,99,261652,5.1901166670687005,39.9,22.00938651338419,13.200000000000001,17,8.3,59.099999999999994,56.39999999999999,36,18.4,22,9,14.6,53798,4.3,28251,30198,8.5,27.500000000000004,3.3000000000000003,1.5,72.39999999999999,27.6,-77,4421.92,138258714.85,15,3955.37,324996084.11,10,1700798012.9999998,370332,0,121983,1,1,0,3,1,1,0,1,0,70262,51721,45392,7862282,1699,3,1208,34752,15759,0,330502533.18,43189,664667744.2594762,0.09399999678134918,0.10100000351667404,0.06499999761581421,11018549000,138628,10703116000,103.639,11055759,9562791,101.353,11430306,9351887,41365,10819022,47374,12424165
Florence,SC,FlorenceSC,27,-0.12401012162041448,-0.9585275506783281,2.5173509644414147,-1.9421328251744299,45,15,98,40,205502,0.9842800210320357,39.9,45.392745569386186,18.9,26.900000000000002,12.5,57.99999999999999,53.7,34.699999999999996,17.4,22.3,8.1,17.5,44114,3.8,25116,29624,10.299999999999999,21.9,2.4,1.4000000000000001,68.30000000000001,31.7,-1171,1395.07,73258095.09,3,3531.31999999999,267557723.55,16,45679901,0,989113,11560,1,1,0,0,2,0,0,0,0,10791,769,3700,5379132,994,7,1147,48317,52839,0,334942706.31,43396,456132468.5256984,0.06300000101327896,0.06599999964237213,0.05400000140070915,10140701000,116556,8649617000,115.851,10189006,8944200,117.428,11018873,9065943,43528,8733781,50386,10039856
Lawton,OK,LawtonOK,4,-6.347996105838227e-4,-0.6375989821609833,0.26523785256170324,-3.388927258891938,51,23,65,24,127620,6.436923487514812,33.3,36.60711487227707,16.2,22.6,9.4,63.1,50.1,36.6,20,20.3,9.5,13.600000000000001,52076,11.600000000000001,26317,27212,13.100000000000001,21.8,5.3,2.5,53.5,46.5,334,999.65,34611404.93,12,2071.15,151119190.98000002,4,0,0,0,6119,2,0,0,0,1,0,0,1,0,5656,463,2428,2360560,476,2,530,15930,14491,0,188373633.17000002,19396,252101688.02614796,0.06300000101327896,0.061000000685453415,0.04399999976158142,5301419000,69679,5417483000,99.729,5357633,4691982,98.977,5636670,4656623,42622,5404228,47807,6097408
Akron,OH,AkronOH,7,-0.23636663900488256,0.28607113611634427,-0.026027796589433667,-0.12858111370457048,39,57,52,64,703845,0.10695597879655239,40.3,18.654107083235655,13.100000000000001,18.5,6.800000000000001,64.3,60.8,37,17.5,23.599999999999998,6.7,15.1,57285,4.5,32786,32653,5.5,31.7,4.9,2.5,67.80000000000001,32.2,-1561,5535.28,291754687.06,13,18859.81,1425486948.54,17,372562265,15541210,298686,58967,5,1,1,1,0,0,2,3,0,47114,11853,26896,13072546,2825,8,2033,82276,75451,155132,575378555.1,136935,2283590593.5622315,0.10400000214576721,0.1080000028014183,0.07500000298023224,38419839000,428473,36367207000,109.357,38661530,33843587,109.995,41058875,34041126,51827,36453022,58735,41115423
Brunswick,GA,BrunswickGA,21,-0.4746319909450502,-0.8556507551684848,-0.005049143907060503,-4.679682266941162,29,18,52,10,117400,7.608685689144723,42.7,28.200170357751276,18.3,31.4,8.4,57.8,54.7,32.300000000000004,21.3,21.6,10.9,14.000000000000002,50671,3.8,30826,30341,14.299999999999999,25,4.1000000000000005,2.1999999999999997,66.2,33.800000000000004,189,604.99,22416664.53,3,1961.53,185815583.11,2,0,0,0,4436,0,0,1,0,0,0,0,0,0,4436,0,1152,1766701,345,1,532,13155,10846,0,174565420.11999997,24724,272233097.0542989,0.08900000154972076,0.0820000022649765,0.05900000035762787,4774426000,60629,5057621000,106.391,4770992,4003632,107.724,5136201,4053802,44776,5087803,51400,5857721
Memphis,TN-MS-AR,MemphisTN-MS-AR,3,0.7841588955671563,-0.2688410415396795,-0.08014410001638256,-2.247350394209577,88,35,49,36,1339623,2.9490919486523604,36.3,53.65106451591232,17.599999999999998,27.800000000000004,10.100000000000001,64.1,59.599999999999994,34.4,17.2,22.5,7.9,18,53209,3.3000000000000003,29453,32024,10.8,28.299999999999997,5.3,3.1,61.4,38.6,-3076,9035.50999999999,453941548.57,29,34711.630000000005,2759211321.12,44,575603828,46357729,405000,77065,12,3,1,4,1,0,1,11,0,67011,10054,28788,35759198,7815,18,3793,169814,92013,107236811,1565808531.34,212824,4146594084.5288825,0.10199999809265137,0.10599999874830246,0.08399999886751175,77648474000,871135,64755070000,105.119,78330643,67782001,108.44,86493147,69922978,48680,65059364,56568,75580090
Fond du Lac,WI,Fond du LacWI,31,-0.9860562939445141,1.2362189473369862,-0.5411693817181797,-1.3247509015251724,6,88,26,46,102597,1.6627196068133898,41.6,7.178572472879324,8.4,11.1,8,67.10000000000001,64.9,29.7,16.5,20.200000000000003,11.4,22.2,62391,4.2,31653,35730,3.9,23.1,3.4000000000000004,1.7000000000000002,74.6,25.4,-70,1020.46,60820287.5,4,1625.25,123225994.02,2,0,0,0,10310,0,1,0,1,1,0,0,0,0,9843,467,4332,1538765,350,2,162,7077,14806,0,84952608.48,21294,246979541.39022642,0.06700000166893005,0.07000000029802322,0.05000000074505806,5486674000,61604,5145900000,106.629,5504672,4847417,106.347,5817790,4834573,49996,5208301,56378,5883749
Flagstaff,AZ,FlagstaffAZ,8,0.420354953039324,-0.9279845212109008,-0.05728622613873625,16.66354634219418,75,16,50,97,141274,7.168649107901448,30.7,36.058298059090845,17.599999999999998,17.2,11.200000000000001,62.7,57.8,37.9,23.1,21.4,8,9.700000000000001,59460,5.3,27339,25570,11.200000000000001,36.199999999999996,4.3999999999999995,5.3,58.5,41.5,-648,4094.91,197815122.49,6,4080.17,373111838.83,3,192621244,9333277,499898,40972,1,1,0,0,0,0,1,1,0,35852,5120,18174,9001193,1931,3,342,14043,14395,0,153276697.84,18611,752214379.0451833,0.14000000059604645,0.1550000011920929,0.11299999803304672,7948956000,86355,7030941000,110.065,8080994,6937843,108.756,8444850,6855346,49454,7232353,56914,8255426
Macon-Bibb County,GA,Macon-Bibb CountyGA,10,0.039046194826085484,-1.3606134986715037,1.5911224003776057,1.5429904406126067,54,7,93,74,229504,-0.7215406710155192,38.3,49.34075223089794,21.7,31.6,14.399999999999999,56.10000000000001,52,33.5,19,24.3,8.1,15,44332,3,26275,29835,12.3,23.400000000000002,2.8000000000000003,1.6,64.4,35.6,101,2193.39,99668807.56,7,6823.86,430326218.03,13,0,337356,101403,21380,0,0,0,2,0,0,1,2,0,16462,4918,9118,7086562,1346,5,999,49783,36836,0,287493289.28000003,45602,734963803.9935051,0.11299999803304672,0.12399999797344208,0.09000000357627869,11272999000,139381,9525131000,100.505,11270365,9788935,99.309,11818017,9672422,40676,9494766,46875,10963263
Jackson,MS,JacksonMS,5,0.48102882581093326,-0.3947649540004467,1.396386591888502,0.2995781424271969,78,30,91,69,597727,12.002480919964098,36.5,53.41217646182956,17,24.2,10.7,61.5,56.89999999999999,36.9,18.2,21.7,8.6,14.6,52504,2.6,27587,31475,10.9,29.799999999999997,2.5,1.5,66.4,33.6,-1245,9898.65,384762544.36,21,21125.92,1542815543.48,22,0,26253302,124804,45586,8,2,0,2,1,1,1,3,0,37661,7925,20648,19722252,3736,16,2623,111245,80197,0,783520839.77,100100,2592618102.584486,0.14900000393390656,0.13699999451637268,0.10700000077486038,27872873000,377612,26152319000,101.901,28181326,24720746,104.765,30785111,25415366,45026,26858780,51982,30523762
Savannah,GA,SavannahGA,17,0.30452346873609093,0.22694780894086977,0.5817998012047597,0.24826803078637194,70,55,75,67,386036,14.898505863444257,35.6,40.438974603404866,13.700000000000001,18.4,8.7,65.9,59.9,36.4,19.400000000000002,21.099999999999998,8.5,14.7,59459,4.2,32088,31787,13,31.5,5.7,2.9000000000000004,62.7,37.3,1726,2844.06999999999,155529642.23,11,8434.74,649923608.09,20,0,488314,999997,39377,1,1,0,0,1,0,0,4,0,30015,9362,18444,7493993,1441,7,1288,62359,45087,0,348186627.09999996,62005,1090500730.8113832,0.07900000363588333,0.08699999749660492,0.06499999761581421,22943785000,246713,18908404000,119.455,23143382,19804193,124.621,25681434,20660631,47046,18928654,53570,21964121
Beckley,WV,BeckleyWV,24,-1.2272324012303473,-1.6688018035663743,1.3226811952343693,-3.969662859074714,3,4,90,17,118828,0,43.2,9.92527013835123,19.3,28.299999999999997,9.9,49.3,45.300000000000004,31.3,21.8,24.2,11.799999999999999,10.9,42817,3.8,23885,27874,6.9,17.1,1.2,0.8,73,27,-373,1096.25,37318034.94,13,2744.24,185082921.3,6,0,0,0,4753,2,2,0,1,0,0,0,1,0,4735,18,1422,2185174,441,4,490,18861,19818,0,199379978.89,30187,298125380.6147529,0.10400000214576721,0.11400000005960464,0.06800000369548798,4332904000,53792,4765572000,90.492,4336355,3906935,88.899,4563061,3838171,41334,4792430,46166,5249011
Blacksburg-Christiansburg,VA,Blacksburg-ChristiansburgVA,28,-0.18469960448656036,-1.6282581931804572,-0.23178478710363437,21.196394877137067,41,4,40,99,166785,3.5848037115015607,33.5,12.077824744431453,21.4,16.6,6.6000000000000005,56.599999999999994,53.800000000000004,41.6,18.4,18.8,7.5,13.700000000000001,55065,3.6999999999999997,28490,26231,6.800000000000001,35.199999999999996,5.3,2.1,60.5,39.5,-476,8779.59,563154356.38,10,2457.42,141078656.27,9,1414049799,34571575,179999,56176,0,1,0,0,1,0,1,1,0,43496,12680,26010,9159946,1939,4,250,16971,18303,0,217732731.86,30458,967714876.0738128,0.17100000381469727,0.17599999904632568,0.14000000059604645,7904309000,95887,7028845000,110.246,7562808,6488181,115.271,8271597,6783900,38907,6487253,44904,7422393
Elizabethtown-Fort Knox,KY,Elizabethtown-Fort KnoxKY,9,-0.6680883191194212,0.15538243700114912,-0.5300704580647446,-2.9329785684587484,18,53,27,27,150913,31.278924110094298,37.7,17.057509956067403,13.200000000000001,17.299999999999997,9.8,62.3,55.800000000000004,30.5,18.3,20.8,10.299999999999999,20.1,54132,3,28109,32909,4.5,20.599999999999998,3.2,1.6,63.1,36.9,1302,894.699999999999,32974649.93,8,1942.4,140662230.78,6,0,0,0,9425,2,1,0,0,0,0,0,0,0,9425,0,5796,1978214,466,2,308,14136,15102,0,185625551.53000003,27884,238182553.67996708,0.050999999046325684,0.05000000074505806,0.032999999821186066,6218880000,78414,6671753000,95.285,6250630,5449145,99.002,6819777,5661720,43113,6687821,50016,7840828
Eugene-Springfield,OR,Eugene-SpringfieldOR,28,-0.4944742293920976,-0.9664143480655869,-0.7550751479950473,1.7143134885806846,27,15,20,75,373340,7.54243049234351,39.4,13.456366850591953,17.599999999999998,19.900000000000002,8.7,59.8,55.60000000000001,35.8,20.1,22.8,8.200000000000001,13.100000000000001,52426,6.1,29705,27072,7.000000000000001,30.5,5.800000000000001,2.5,60.9,39.1,3329,1982.86,119924758.1,16,6127.14,586214912.84,5,922672039,46676287,213842,42185,1,1,0,0,1,0,1,1,0,37629,4556,17946,8798082,1801,5,619,39092,25341,0,318397231.08,83892,928291825.6208524,0.09399999678134918,0.07900000363588333,0.061000000685453415,16825091000,212956,17559531000,115.641,16885795,14566555,119.975,18848436,15112579,46752,17859486,55146,21131525
Jacksonville,FL,JacksonvilleFL,12,0.22317620621884834,0.455359213845877,0.16436856880393952,-3.8113277088272577,65,66,61,19,1503574,13.976629687043985,38.3,30.717344141359188,12.6,17.7,8.9,63.9,59.099999999999994,38.2,17.7,24.4,8.4,11.3,61723,6,33304,34361,10.9,31.4,9.3,4.3999999999999995,66.4,33.6,8930,6555.85,287987223.89,50,29718.12,2096137907.21,117,125159416,118044,291579,80372,11,1,1,3,1,1,0,5,0,75416,4956,35514,18749913,4077,15,4227,196807,150092,0,1988972748.4099998,277296,3250338649.6741867,0.07599999755620956,0.08299999684095383,0.054999999701976776,89388127000,959915,81500710000,126.89,88979218,77187561,136.385,101367263,82963464,52086,82476598,59271,97066568
College Station-Bryan,TX,College Station-BryanTX,8,0.7067487559163476,-1.6238072789880529,-0.21852632233037037,20.10848289426488,85,5,41,98,258029,17.79026559176109,27.8,23.032682372911573,22.7,20.1,9.1,60.5,57.9,41.3,16.8,21.3,9.5,11,50240,3.5000000000000004,27698,25428,12.6,37.5,12.5,8.6,52.5,47.5,-581,9511.93,462772907,20,3491.33,255876696.82,9,13514527603,66657882,367073,73348,3,0,0,0,0,0,1,0,0,56608,16740,38910,11538189,2360,7,572,25803,24852,0,235747785.76,29587,982357512.5274979,0.10300000011920929,0.125,0.09399999678134918,14150273000,161489,11118515000,135.049,14053831,14299770,138.791,15896707,14695978,42228,11211619,47803,13004370
Las Vegas-Henderson-Paradise,NV,Las Vegas-Henderson-ParadiseNV,33,0.7225959184508194,0.2096980712237714,-0.9564244421509674,-4.0107563839130345,86,54,12,16,2182004,15.113681146238944,37.3,39.8419067976044,13.700000000000001,19.3,9.2,64.2,59.699999999999996,28.7,28.1,23.799999999999997,8.200000000000001,11.200000000000001,59340,4.2,30704,33079,11.700000000000001,24.5,22.2,13.100000000000001,56.699999999999996,43.3,21322,7491.42,497325612.26,76,26573.08,2452872177.6,52,292336005,10507821,130960,107098,15,1,1,1,1,0,1,9,0,97773,9325,33862,27588220,5883,23,4421,206618,77358,0,2149262076.18,327698,3829540116.2024226,0.050999999046325684,0.04899999871850014,0.03999999910593033,131294377000,1388106,112031216000,125.324,131692941,112654167,123.805,136198676,111288530,51012,114155310,58276,133596955
Panama City,FL,Panama CityFL,13,-0.49030185825274536,-0.23390678098152828,0.358232200198845,-4.854367119058287,27,36,68,9,182161,9.210542092830853,39.8,18.94148582847042,14.6,21.4,9.2,61.3,56.10000000000001,32.9,21.099999999999998,23.400000000000002,10.5,12.1,54316,4.1000000000000005,29290,30782,13.100000000000001,23.7,6.2,2.6,63.3,36.7,160,502.07,20817879.83,4,2590.45,183460126.2,21,0,0,0,7590,1,0,1,0,0,0,0,0,0,7590,0,2782,1744601,379,5,367,24948,11378,0,303094270.35,39227,279891502.6392674,0.04899999871850014,0.05299999937415123,0.035999998450279236,9454440000,110358,8756341000,110.697,8956412,7712710,119.011,10269545,8291985,46452,8214021,53980,9671542
Louisville/Jefferson County,KY-IN,Louisville/Jefferson CountyKY-IN,12,-0.004942922724025354,0.6158448115787771,0.305047844976309,-2.538909761799921,51,70,66,32,1257088,-0.3754086343193408,39,20.57922754811119,12.5,18.2,7.9,65.2,61.8,36.7,15.5,22,7.6,18.2,59158,4.6,32630,35063,5.4,29.599999999999998,5.8999999999999995,3.3000000000000003,68.60000000000001,31.4,-2581,11398.31,460929265.56,48,32138.69,2500666167.92,47,786147233.9999999,60396808,485000,70308,12,1,0,0,2,2,1,6,0,55098,15210,32144,14971205,3182,15,3740,171557,176791,0,1508688126.22,236041,4083437257.9590807,0.10199999809265137,0.10599999874830246,0.07699999958276749,76207023000,842862,67475132000,110.938,75927866,66143538,115.307,82866115,68747897,51779,66339376,59425,76335024
Sierra Vista-Douglas,AZ,Sierra Vista-DouglasAZ,20,-0.46485264947882454,-1.4551003723031983,-0.8084308579251145,-2.4039458549561936,29,6,17,34,125867,0,41.1,14.528033559233158,16.6,24.6,8.7,49.5,43.2,33.2,25.3,22,10,9.4,49260,4.6,26819,27028,7.8,23.1,10.7,8,72.5,27.500000000000004,256,1016.76999999999,66752258.03,4,1279.28,87115975,5,0,0,0,10373,0,1,0,1,0,0,0,0,0,10326,47,4674,1655366,327,4,160,6401,6195,0,171497469.37,30585,203847403.75431702,0.061000000685453415,0.07000000029802322,0.04100000113248825,4855035000,51642,5159382000,97.306,4890752,4309976,101.328,5399087,4488149,41557,5206793,49096,6188571
Topeka,KS,TopekaKS,6,-0.5971152129652553,0.6505480862855118,0.6125789869958252,-3.825392089120752,21,71,75,19,232778,0.6015921447278583,39.9,14.96619096306352,11.1,14.000000000000002,6.6000000000000005,63.800000000000004,60.9,37.5,16.400000000000002,21.3,10.2,14.6,57603,3.5999999999999996,30488,34756,6.800000000000001,28.7,3.3000000000000003,2.4,69.6,30.4,-131,2218.37,98624028.9,11,9157.43,731430199.31,10,166459745,0,0,10716,2,0,1,0,0,1,0,0,0,9770,946,6072,1774266,379,4,723,33084,22523,0,390321488.83,48628,1127544429.929968,0.1550000011920929,0.14499999582767487,0.11500000208616257,12087325000,143043,10956200000,104.773,12083927,10543058,108.166,13204822,10884533,47024,10987216,53655,12483967
Williamsport,PA,WilliamsportPA,13,-1.0362195069597666,-0.1978267059213923,0.5098273720771297,-1.3738742112581765,5,38,72,45,114330,-1.7580944524644204,41.5,7.938423860753958,13.600000000000001,20.4,7.7,59.8,56.699999999999996,31.3,19.3,21.8,9.700000000000001,17.9,54241,3.1,27950,30674,5.4,23.400000000000002,2,1.0999999999999999,71.89999999999999,28.1,97,994.639999999999,37944506.23,2,1987.26,150338647.3,5,0,0,685297,6899,0,0,1,1,0,0,0,0,0,6899,0,3760,2841600,651,3,433,13151,14343,0,148618351.5,25834,255183100.08651218,0.06800000369548798,0.07800000160932541,0.05700000002980232,6015121000,67737,5075716000,101.527,6020416,5855615,100.228,6562069,5780698,44394,5075801,50464,5732928
Punta Gorda,FL,Punta GordaFL,24,-1.2053654875669668,-1.3770570716584125,0.2681630288368087,-7.109269898233606,3,7,65,1,181067,13.60353860149952,59.1,10.062573522508243,11.1,19,6.7,41,38.5,30,21.5,26.700000000000003,12.2,9.700000000000001,51499,9,32144,26983,10.4,23.400000000000002,10.9,4,82.69999999999999,17.299999999999997,3846,124.38,3075055.48,3,2198.39,158001660.24,4,0,0,0,543,1,0,0,0,0,0,0,0,0,543,0,558,304637,84,3,681,27705,18825,0,439451630.44,68126,217746603.78720134,0.05999999865889549,0.05900000035762787,0.029999999329447746,5918689000,75109,8259905000,125.204,5904322,5112262,137.316,6911071,5606798,46707,8584349,51677,10068892
Springfield,OH,SpringfieldOH,18,-1.0297934559616455,-0.33919303123919337,-0.42294964406208674,-2.9791665764319486,6,32,31,27,134726,-3.3349118199951233,41.1,13.157816605554979,14.899999999999999,21.3,8.1,60.5,56.39999999999999,28.599999999999998,19.1,20.599999999999998,8.9,22.7,50873,3.8,27066,30156,6.3,18.7,2,1.3,70.39999999999999,29.599999999999998,276,346.73,13074338.53,2,1821.71,117957424.24,7,0,0,291661,10369,0,1,0,1,0,0,0,0,0,10300,69,3382,1520157,309,2,283,14678,9036,0,140763149.52,29329,181621336.87968275,0.06199999898672104,0.06199999898672104,0.035999998450279236,4799463000,61890,5590837000,102.33,4840371,4195038,103.802,5162330,4255388,41168,5610843,47929,6500706
Napa,CA,NapaCA,1,0.6836875178985381,1.5182276970615312,-0.4352730444333082,-3.848714699254251,85,93,31,18,139623,4.156626955412501,41.3,26.611661402490995,7.8,8.1,7.9,65.2,62.2,36.6,20.599999999999998,20.599999999999998,10.9,11.3,88596,5.8999999999999995,45195,39923,5.8999999999999995,35.699999999999996,22.1,15.4,68.10000000000001,31.900000000000002,-377,964.599999999999,55827978.8,5,4315.55999999999,450490211.1,3,0,0,0,8894,0,1,0,1,0,0,0,0,0,8867,27,3316,957463,200,2,289,11025,10868,0,190381382.84,27424,623647380.4415412,0.07500000298023224,0.07500000298023224,0.06300000101327896,11496842000,106660,10172517000,121.865,11541346,9986808,122.792,12387136,10062765,74379,10349607,90608,12341466
Stockton,CA,StocktonCA,33,1.087196490002326,-0.06299746792633253,-1.3018289417177922,-4.033708260760248,92,43,5,16,742603,10.241785713755513,34.3,43.53806811984331,14.499999999999998,19.900000000000002,9.9,60.4,55.60000000000001,27.900000000000002,18.3,21.7,13.900000000000002,18.2,64432,4.1000000000000005,27521,33364,6.4,18.8,23.3,16.6,61.3,38.7,-823,6568.88999999999,395917451.49,7,6687.37,698187364.59,13,463312942,735837,0,34951,6,1,0,1,0,1,0,2,0,31258,3693,12896,8112237,1739,7,1049,55001,35891,0,658255331.18,101783,1405390116.4700027,0.06300000101327896,0.06199999898672104,0.0430000014603138,32207958000,345612,34327494000,125.659,32134060,28576397,132.689,36790065,30175157,45547,35189770,57783,45614264
Gadsden,AL,GadsdenAL,24,-0.8589065460763338,-1.218221323198044,2.1824243833404084,-2.2815630522568133,11,10,96,35,102748,-1.2665039494167196,41.4,20.166815899092928,17.4,28.9,10.7,54.300000000000004,51.2,28.999999999999996,18.7,21.2,9.6,21.4,44637,3.1,24883,27254,10.6,17.8,2.8000000000000003,2,73.3,26.700000000000003,-256,828.43,35668604.97,5,2283.44,132791122.53,5,0,0,0,6678,0,1,0,0,0,0,0,0,0,6678,0,2432,2953119,548,3,603,22959,21969,0,153994165.25,25354,256693434.94919357,0.12700000405311584,0.1120000034570694,0.0689999982714653,3170226000,49752,3862708000,101.762,3178107,2766052,95.532,3175372,2596715,37407,3869418,42558,4390379
Binghamton,NY,BinghamtonNY,28,-0.5602917841597282,-0.5308197931922138,-0.1642002799066731,3.489680563958053,22,25,44,82,241874,-4.08714375785646,40.8,12.360154460586918,15.9,21.6,8.1,58.3,54.6,38.2,19.900000000000002,21.5,7.199999999999999,13.3,54295,2.9000000000000004,29327,30825,4.2,27.900000000000002,6,2.6,67.60000000000001,32.4,-959,2292.36,165486672.78,5,4867.22,420988477.95,6,155662576,8461232,274539,29074,2,2,0,0,0,0,1,1,0,24920,4154,13352,8636390,1752,2,618,28258,33492,0,254195345.12,52758,760218883.8135077,0.09799999743700027,0.09700000286102295,0.07500000298023224,11560343000,126272,10873870000,98.792,11605592,10265600,98.975,12314327,10284622,44318,10970121,51295,12578671
Lancaster,PA,LancasterPA,14,-0.4915777952997814,0.8423811706943547,-1.0339459697787192,-4.273998744212693,27,77,11,14,540999,5.818875305623461,38.6,11.549559241329467,10.100000000000001,14.399999999999999,6.4,66.2,63.7,34.4,16,20.8,10.7,18.099999999999998,66056,5.1,32194,34099,11.700000000000001,27.3,5,6.3,69.19999999999999,30.8,-425,4335.99,159132456.13,12,8728.61,733731271.23,8,438579997,895013,400000,21531,3,1,0,3,2,0,0,4,0,18937,2594,9848,5069038,1150,4,844,42941,40486,0,545555933.08,105106,1232060623.1180363,0.06599999964237213,0.07000000029802322,0.04600000008940697,30840646000,342594,29742370000,116.398,30899703,27197306,116.341,33048548,27183833,54061,29814037,61547,34075719
Duluth,MN-WI,DuluthMN-WI,2,-0.850085521905531,0.09120562656378692,1.7769007624464446,0.5986165477246066,11,50,94,71,289247,3.9197088421589754,41.6,7.958941665773543,13.200000000000001,14.000000000000002,7.7,62.2,59.5,35.6,20.8,20,10,13.600000000000001,56573,4.3,31169,31730,4,27.6,2.3,0.8999999999999999,73.9,26.1,-571,4728.68,257764079.39,12,12406.23,1016888936.36,17,92550800,448197,49994,34228,1,4,0,1,1,1,0,0,1,30556,3672,13766,5937939,1319,12,1200,40853,46432,0,250695387.75,62161,1673005862.4843752,0.18299999833106995,0.1860000044107437,0.14300000667572021,14416387000,163729,13115249000,99.31,15069413,13318207,98.723,15905385,13239450,47006,13712853,53734,15624703
