Name,State,MSA,Cluster ID,PC_demographics,PC_economics,PC_hospitals,PC_highered,PC_demographics_ntile,PC_economics_ntile,PC_hospitals_ntile,PC_highered_ntile,totpop_19,popchange,medage,poc,pov,youngpov,oldpov,labfor,emp,mbsaocc,serocc,salocc,ncmocc,ptmocc,houincome,wfh,pcinc,medearn,nohealthin,highed,forborn,noenglish,ownerocc,renterocc,net_mig,highered_emp_qcew,highered_inc_qcew,highered_estab_qcew,hospital_emp_qcew,hospital_inc_qcew,hospital_estab_qcew,inst_highered_endowment,inst_highered_nihresearchfunding,inst_highered_nsfresearchfunding,inst_ipeds_enrollment_all,inst_ipeds_noncarnegie,inst_ipeds_associatescolleges,inst_ipeds_baccassoccollege,inst_ipeds_baccalaureatecolleges,inst_ipeds_masterscollegeuni,inst_ipeds_doctuniallother,inst_ipeds_doctoralunihighrese,inst_ipeds_specialfocus,inst_ipeds_tribalcolleges,inst_ipeds_undergradgrad,inst_ipeds_totalgradenrollment,inst_ipeds_completions,inst_ipeds_pellawards,inst_ipeds_pellnumberofstudents,inst_hosp_ahacommunityhospitals,inst_hosp_ahabeds,inst_hosp_ahaadmissions,inst_hosp_ahasurgicaloperations,inst_hosp_nihresearchfunding,inst_hosp_medpayments,inst_hosp_medbeneficiaries,impact_gva_direct,impact_share_allind_gva,impact_share_allind_emp,impact_share_allind_inc,regional_gva_allind,regional_emp_allind,regional_inc_allind,index_real_gdp_19,current_dollar_gdp_19,real_gdp_19,index_real_gdp_21,current_dollar_gdp_21,real_gdp_21,percapita_personal_income_19,total_income_pc_19,percapita_personal_income_21,total_income_pc_21
Pittsfield,MA,PittsfieldMA,31,-0.7391116655983083,0.3990747869279966,-0.3576097852460892,-0.4213462891430572,14,64,35,60,126425,-3.8797822516878577,47.1,9.44433458572276,10.9,15.1,7.1,62.4,59.4,38.6,21.5,20.9,8.5,10.6,59230,5.8999999999999995,35616,32596,3,33.6,6.1,2.5,70.1,29.9,-79,3090.84,145871094.26,7,654.81,78924082.4,4,2902505699,377820,150474,7410,2,1,1,2,0,0,0,0,0,6982,428,3528,1862246,389,2,300,15042,14513,0,351162901.81,32982,315069089.215438,0.06199999898672104,0.06800000369548798,0.04399999976158142,7418395000,84825,7174901000,96.176,7398523,6291201,94.542,7682977,6184325,56861,7341816,65050,8369201
Winston-Salem,NC,Winston-SalemNC,4,-0.15563045742558643,-0.3120330161441268,0.281039687535764,-1.6522419429898936,42,33,65,42,666216,42.07394833255851,40.6,24.240186365983405,16,24.8,9,60.3,56.89999999999999,35.9,16.400000000000002,21.2,9.2,17.4,50774,4.5,28986,31923,10.9,26.6,6.800000000000001,4.3999999999999995,70.1,29.9,1610,9183.93999999999,643477595.91,21,23129.58,1846544730.36,19,1400855596,118035811,400000,34926,2,2,0,1,1,0,1,3,0,29921,5005,16108,8413173,1616,7,1815,96489,74852,0,570383870.36,134868,3413417214.2162294,0.15399999916553497,0.17299999296665192,0.12399999797344208,36683262000,365791,30839499000,110.16,36709879,31160282,109.882,38504784,31081570,46218,31113761,53154,36220999
Mobile,AL,MobileAL,27,-0.050904746138451265,-0.9453759230521634,0.8837224142781073,-1.173504844552376,48,16,82,50,430655,5.392540746904206,38.1,41.09275406067502,18.9,28.799999999999997,10,56.39999999999999,52.900000000000006,32.7,17.599999999999998,22.3,10.8,16.5,47302,4.2,25895,31067,11.200000000000001,22.8,3.1,1.7000000000000002,65,35,-784,4842.37,225245367.049999,16,9060.26,611472514.34,39,176346459,11581435,293914,26344,3,1,0,2,0,0,1,1,0,20325,6019,10966,8980267,1813,7,1511,74272,51275,0,332039069.52,80402,1213023533.324652,0.09000000357627869,0.10199999809265137,0.07800000160932541,20995433000,238027,16541749000,104.812,21963521,19433982,105.908,23876616,19637099,39416,16980082,46402,19870121
Chattanooga,TN-GA,ChattanoogaTN-GA,13,-0.49944001115164793,-0.006372398265500199,0.4742624340745219,-3.4098918766333535,25,45,71,24,556209,7.316588460469853,40.4,18.54051264902222,13.200000000000001,18.5,8.7,60.699999999999996,57.599999999999994,35.3,16.400000000000002,23.400000000000002,9,15.9,53126,5.1,30213,31951,9.700000000000001,27,4,2.4,68,32,1431,3198.99,169672793.28,13,8806.92,675493838.91,23,188287816.99999997,340000,263356,29355,0,1,0,1,1,1,0,3,0,26797,2558,11396,10241593,2235,6,1857,90779,93174,0,670967025.05,112852,1252666652.5841208,0.06700000166893005,0.06700000166893005,0.04899999871850014,31079663000,339142,26622129000,111.538,31343352,27202305,116.187,34425793,28336074,48210,26981700,53906,30599485
San Luis Obispo-Paso Robles,CA,San Luis Obispo-Paso RoblesCA,34,-0.06942342516953258,-0.10088123034926263,-1.130912065270833,2.010898578438954,47,42,8,77,282165,6.246022810710272,39.2,14.545390108624387,12.5,10.100000000000001,6.800000000000001,58.5,55.400000000000006,40.1,20.5,20.8,10.299999999999999,8.200000000000001,73518,7.3999999999999995,37233,31821,6,35.4,10.100000000000001,6,63.3,36.7,58,5556.41,287291761.64,3,4287.43,413680171.31,8,262873674,1354928,250000,40759,2,2,0,0,1,0,0,0,0,39611,1148,19398,4544866,969,4,350,16363,13266,0,487783404.9,61563,892689515.8826615,0.0729999989271164,0.08699999749660492,0.05700000002980232,18143296000,175127,16594194000,116.96,18095987,15840649,117.398,19639637,15899992,59806,16904030,66617,18863123
Grand Rapids-Kentwood,MI,Grand Rapids-KentwoodMI,12,0.08694608043046348,0.6858842568389696,-0.14481269899786103,-2.8240940152097456,57,72,45,28,1062392,37.50493450216859,35.8,16.0968832596631,11,13.700000000000001,6.9,67.60000000000001,64.8,35.4,16,21.4,8.200000000000001,19,63302,4.2,31388,32116,5.4,32.7,6.800000000000001,4.3999999999999995,74.5,25.5,533,8503.52,494694876.04,22,32544.98,2425539149.74,37,242683217,756467,147646,74083,7,2,0,3,4,0,0,4,0,66086,7997,30652,13161936,3015,13,2497,107746,101774,0,688110458.6500001,179833,3837906095.75694,0.10999999940395355,0.1120000034570694,0.08799999952316284,62642313000,729487,54869073000,118.133,62940944,55127053,122.458,68401313,57145271,50762,54973791,57667,62950668
Goldsboro,NC,GoldsboroNC,20,-0.11583053334762777,-1.1760588977165307,-0.8514094482084397,-2.324558027069356,46,11,16,34,123603,2.915022231103559,37.8,36.311416389569835,20.200000000000003,32.800000000000004,10.9,60.3,53.6,28.599999999999998,18.6,21.2,12.2,19.400000000000002,44416,2.8000000000000003,25277,27492,12.6,19,7.5,5.8999999999999995,58.4,41.6,-237,1071.46,39099787.2699999,5,1838.96,123672792.56,2,0,0,0,8240,0,1,0,0,1,0,0,0,0,7896,344,5954,1518902,328,1,274,10392,9222,0,170454810.51,23635,231017261.55343172,0.06700000166893005,0.07900000363588333,0.04800000041723251,5146501000,59868,4970535000,103.797,5140033,4535725,107.653,5761092,4704244,42187,4969279,49881,5827845
Salt Lake City,UT,Salt Lake CityUT,22,0.5641036890001674,1.3752832947812892,-0.10398264580990531,9.09798839121208,81,91,47,92,1201043,10.101774032679156,32.7,20.321004327072387,9,10.7,6.7,71.39999999999999,68.7,39.800000000000004,14.499999999999998,24.2,8.3,13.3,74842,6.2,32829,35347,10.299999999999999,35,12.4,6.800000000000001,67,33,999,20782.09,987388978.03,118,30063.02,2632427854.7,59,1164916322.9999998,203244349,255073,284432,14,2,2,0,5,0,1,5,0,223700,60732,105382,47107421,8758,16,2717,128635,129943,0,686818636.3299999,134782,4843424780.4748535,0.07900000363588333,0.09099999815225601,0.08299999684095383,103149655000,963092,67018312000,129.301,104485674,89432632,140,118494536,96832917,52655,65742185,61551,77742971
Wheeling,WV-OH,WheelingWV-OH,13,-1.251872407065269,-0.5070692251837097,0.9531863247942634,-2.1965269337551088,3,26,83,37,141475,-4.636882052388202,44.5,5.953702067503093,12.9,16.1,8.5,55.00000000000001,52,31.3,20.5,21.9,11.700000000000001,14.6,50390,2.8000000000000003,28779,29596,5.4,21.4,1.3,0.5,74,26,-374,1203.17999999999,52540619.36,11,4103.46,304446943.91,11,0,688790,0,10102,3,2,1,0,2,0,0,0,0,9310,792,3152,3115847,670,4,510,14364,21248,0,169929751.67000002,33062,467637484.54340565,0.08100000023841858,0.11999999731779099,0.08399999886751175,9813436000,80288,6588090000,155.615,10007056,10002692,147.874,11239365,9505150,47503,6687889,50716,6985686
Fort Collins,CO,Fort CollinsCO,22,0.043223993379093655,0.7319743649923633,-0.3757350961459373,2.4898158430775035,54,73,34,78,344786,18.41723851326753,36,8.651453365275852,11.600000000000001,9.4,6.4,67.4,64.2,45.4,16.900000000000002,20.3,8,9.4,71881,8.6,37363,33989,5.8999999999999995,47.3,5.6000000000000005,2.7,64.1,35.9,-392,7082.19,346774970.219999,12,10516.0399999999,701620502.839999,8,376063068,36352309,0,38940,3,1,0,0,0,0,1,1,0,29982,8958,16676,6144787,1440,5,700,31885,26184,0,315377110.78,59058,1352258278.4457562,0.09000000357627869,0.10499999672174454,0.07100000232458115,21344787000,241649,19982207000,140.43,21398547,18828593,151.736,24381467,20344512,56851,20265801,64258,23295659
Santa Rosa-Petaluma,CA,Santa Rosa-PetalumaCA,1,0.4588270911975161,1.1406824569777774,-0.8648136152940793,-2.279327898041663,77,85,16,35,499772,5.4266771016376,42.1,25.23250602274637,9.2,10.7,7.000000000000001,65.2,62.1,38.2,19.900000000000002,21.2,10.4,10.299999999999999,81018,7.3999999999999995,42178,37482,6.1,35.5,16.400000000000002,11.1,62.8,37.2,-1441,4213.44,305980529.51,11,5429.95,646127907.34,11,52281185,0,586193,40380,2,1,1,0,1,0,0,1,0,39141,1239,17294,4724766,1013,8,826,36450,45204,0,575644005.74,99326,1198362493.342773,0.05999999865889549,0.057999998331069946,0.041999999433755875,31656194000,305047,31936312000,121.257,31680310,27622393,124.405,34450601,28339324,66715,32748038,81006,39359689
Battle Creek,MI,Battle CreekMI,21,-0.682898287121333,-0.48689584440345224,-0.044942407907559885,-3.6720168189267,17,26,50,21,134212,-2.115059221658211,39.8,18.703245611420737,16.400000000000002,25.2,8.6,59.9,56.10000000000001,30.099999999999998,19.8,19.400000000000002,7.9,22.8,48607,3.4000000000000004,26855,30520,5.5,21,4.2,2.3,73.2,26.8,-330,670.87,32712569.38,3,4165.85,321472169.25,6,0,0,0,9108,3,1,0,1,0,0,0,0,0,9108,0,2890,1572159,317,3,301,11293,10474,0,189187085.17,29406,482835615.6640828,0.10100000351667404,0.11100000143051147,0.09000000357627869,6629932000,68707,5409544000,108.048,6654581,5852564,119.9,7528043,6494551,40497,5439319,47789,6395035
Glens Falls,NY,Glens FallsNY,14,-1.1108708305619295,0.4342177741030608,-0.6464270644092417,-4.2205613359785845,4,66,23,14,125892,-2.2539694863931037,45.5,5.364915959711499,10.299999999999999,13.100000000000001,7.3999999999999995,60.699999999999996,57.9,33.7,19,22.8,10.7,13.700000000000001,59395,4.3,31972,33347,4.6,26.1,3,1.5,73.3,26.700000000000003,110,222.36,15208344.41,2,2093.27,162320030.06,2,0,0,0,5563,2,1,0,0,0,0,0,0,0,5563,0,1982,2499926,570,1,334,10692,10932,0,132799283.94,30555,234530121.89245194,0.05299999937415123,0.057999998331069946,0.041999999433755875,6932071000,70939,6073014000,109.67,6944012,6014094,111.045,7446782,6089488,48193,6141959,56040,7093199
Bend,OR,BendOR,14,-0.6140560964030605,0.4340169833154135,-0.5345600199055528,-4.251508685789895,20,65,27,14,186251,20.49777444231664,42.4,6.784393103929644,10.8,14.2,6.800000000000001,63.1,59.699999999999996,37.9,19.5,23,9.4,10.299999999999999,67043,11.200000000000001,35507,32156,7.6,35.4,4.6,1.9,74.9,25.1,604,493.2,30220310.82,15,3639.99,379072362.41,2,22458684,0,0,10157,3,1,0,0,0,0,0,0,0,9658,499,2296,1773806,371,2,341,19324,21916,0,237524739.25,43332,535179485.1391342,0.08500000089406967,0.0729999989271164,0.054999999701976776,10761593000,126276,11350045000,164.001,10846662,9338006,179.898,12618710,10243131,58666,11455993,67743,13873903
Bloomington,IN,BloomingtonIN,11,0.12969146086635494,-1.7042330769053253,-1.0550336233611899,19.444960174936213,60,4,11,98,167296,0.35391647571172413,31.1,12.563958492731448,22.400000000000002,20.599999999999998,5.2,61.6,58.199999999999996,42.5,20.200000000000003,18.8,6.800000000000001,11.600000000000001,49798,4.2,28102,22989,7.3999999999999995,40.8,7.3,3.5000000000000004,60.5,39.5,-293,11591.27,679047001.15,3,2617.72,163248909.38,6,2486037209,31925368,174747,46561,1,0,0,0,0,0,1,0,0,34981,11580,23764,7758343,1615,1,290,12439,8049,0,154293617.29999998,24770,1225295003.7551317,0.2199999988079071,0.210999995470047,0.1589999943971634,7812403000,100410,7389915000,116.614,7804743,6738295,116.646,8272024,6740158,45426,7344856,51899,8372366
Mansfield,OH,MansfieldOH,18,-1.0530976059994457,-0.4551858853512505,-0.2016613766100106,-3.8501341720972073,5,28,41,18,121100,-3.8736307350373034,41.1,13.308835672997525,13.5,18.6,8,56.49999999999999,53.400000000000006,29.099999999999998,19.900000000000002,21,8.200000000000001,21.8,49547,3.2,25585,30102,7.000000000000001,18.3,1.7000000000000002,1.2,68.4,31.6,199,671.91,34440055.2,5,1424.2,116233094.35,5,0,0,0,5622,4,1,1,0,0,0,0,0,0,5610,12,2128,2244186,514,3,300,12744,9356,0,179089737.23,27526,200247887.40730727,0.06300000101327896,0.057999998331069946,0.04399999976158142,4814760000,64762,4893319000,99.3,4824625,4253558,101.669,5251489,4355007,39903,4987849,46366,5804846
Wichita,KS,WichitaKS,17,-0.018572732167070595,0.40464071294930126,0.25880001442717737,-1.2240704932206752,50,64,63,47,637690,4.6451902990401805,36,19.109441891828318,13,17.4,8.200000000000001,66.3,62.7,36.3,16.900000000000002,21.2,10.2,15.4,57379,3.5000000000000004,29414,32608,10.2,30.599999999999998,7.3999999999999995,4.6,65.10000000000001,34.9,-591,6830.66,277716848.44,31,11011.42,717924508.26,41,329465869,1709158,156344,49678,5,2,2,1,2,0,1,1,0,43813,5865,18874,11057067,2380,16,1804,77380,57899,0,774548128.7499999,108987,1435091398.883135,0.06300000101327896,0.07599999755620956,0.04600000008940697,38543295000,406279,34098296000,117.751,38075948,33667804,119.124,40586374,34060162,51801,33398836,56343,36505805
Jacksonville,NC,JacksonvilleNC,30,0.014171876615494431,0.0742153324726481,-1.8618546259962274,-4.89198309855798,53,49,1,8,195069,15.284237649742627,26.4,25.27874752010827,13.200000000000001,18,8.7,70.7,42.3,31.3,22.2,23.599999999999998,12.4,10.5,50278,4.5,24413,26019,8.5,22.900000000000002,4.2,2.1999999999999997,63,37,-347,1017.19,40535312.79,4,1413.15,105138734.92,4,0,0,0,6682,0,1,0,0,0,0,0,1,0,6682,0,3764,1584318,280,1,149,6525,6620,0,195367266.42,24648,213567783.62609565,0.032999999821186066,0.028999999165534973,0.02199999988079071,8073779000,111779,8247778000,92.266,8722179,7622759,98.416,9900984,8130843,44307,9015341,50869,10487249
Tulsa,OK,TulsaOK,26,0.10428455361936963,0.17821212255922514,0.5784912007012819,-2.6518774857507914,58,54,74,31,990544,7.976851140274288,37,28.771563908317045,14.299999999999999,20.9,7.7,63.9,60.4,36.3,16.5,23,9.9,14.299999999999999,55739,4.2,30633,33221,13.4,27.700000000000003,6.6000000000000005,4.3,65.5,34.5,489,7208.51,280838158.83,35,19931,1360155342.05,49,1113721786,3436162,347044,54006,11,1,2,2,0,0,1,6,1,50700,3306,22792,19597217,4211,26,3164,145569,113076,0,1215789441.51,171724,2305205780.762569,0.0729999989271164,0.0860000029206276,0.05000000074505806,58040222000,610619,56642619000,113.658,58057658,54652881,108.703,60392165,52270497,56341,56820274,59941,61378802
Beaumont-Port Arthur,TX,Beaumont-Port ArthurTX,4,-0.14076046490315228,-0.2597624446853275,-0.2377255358925474,-1.691896884064653,43,35,40,42,395174,2.753891877696102,36.9,30.74746820387981,15.9,22.900000000000002,10.2,56.99999999999999,54.2,29.599999999999998,17.8,21.7,14.099999999999998,16.7,54016,1.9,28211,34805,18.2,18.4,8.7,6.3,68.89999999999999,31.1,1129,3800.75,217733177.01,10,4536.07,332245966.7,14,26221502,132600,0,29947,3,3,0,0,0,1,0,0,0,21069,8878,13168,6501011,1309,9,1032,41247,34255,0,471164690.84,70959,758900609.0045359,0.03999999910593033,0.06499999761581421,0.04399999976158142,28598644000,216342,18167873000,89.796,26836988,25666421,74.243,24407762,21220825,44816,17806471,49006,19377903
Crestview-Fort Walton Beach-Destin,FL,Crestview-Fort Walton Beach-DestinFL,21,-0.16305534811592706,0.23653992852262615,-0.18350444944223115,-5.424525709317797,42,56,43,5,272056,49.41892396581646,38.6,19.649263386949745,11.5,16.900000000000002,6.9,62.3,54.7,37.5,21.7,22.5,10,8.3,62161,5.6000000000000005,33385,31538,12,30.4,6.6000000000000005,3.2,69.39999999999999,30.599999999999998,1217,612.73,24536035.78,6,2853.11,202976365.92,25,0,0,0,8506,2,0,1,0,0,0,0,0,0,8506,0,3350,2115965,361,5,558,26746,22718,0,421931289.28999996,55420,309657661.8265811,0.03200000151991844,0.03400000184774399,0.02199999988079071,16324457000,183052,15749095000,124.032,16203005,14089517,136.928,18899397,15554414,56856,16149603,64660,18966449
Lafayette-West Lafayette,IN,Lafayette-West LafayetteIN,8,0.3064487970356119,-0.7397496288547806,-0.3442772472631064,12.512192110057388,71,21,36,94,228541,15.66425426387974,30,16.054012190372845,17.4,15.9,4.5,64.1,61.5,38.2,17.2,18,7.9,18.7,53321,3,27665,26426,7.9,34.5,10.4,5.4,60.199999999999996,39.800000000000004,-1058,11037.23,717655602.65,4,4998.55,341644348.61,9,2625277575,53043192,306690,47941,4,0,0,0,0,0,1,0,0,36010,11931,23838,6515253,1421,4,451,23649,17406,0,219638823.14000002,29497,1509309136.7690847,0.18299999833106995,0.19499999284744263,0.16500000655651093,11719616000,128662,8942528000,124.73,11950297,10558805,124.357,12537390,10527293,41571,9295286,46968,10554142
Vallejo,CA,VallejoCA,1,1.0264217409333798,1.2074933569166648,-1.1939839108784844,-4.877212477056158,91,87,7,9,441829,7.752132708356707,38.1,47.39209060518888,9.5,13.3,6.9,63.2,58.5,33,20.1,22.2,11.1,13.600000000000001,81472,4.5,35400,40062,4.7,26.900000000000002,20.1,11.600000000000001,62,38,-1177,2818.82,174489993.81,9,5437.33,644701557.97,11,9246845,929499,0,17426,4,0,1,1,0,0,0,1,0,15827,1599,6274,2745824,602,4,688,28995,22903,0,431730895.79,72140,1018514321.519405,0.05000000074505806,0.06199999898672104,0.04399999976158142,27522987000,204623,23216760000,136.061,29493037,25816118,141.226,33100194,26796029,51819,23476546,65448,29563967
Allentown-Bethlehem-Easton,PA-NJ,Allentown-Bethlehem-EastonPA-NJ,17,-0.20335781362056102,0.8748784293837188,0.2630423582359417,-1.949564430174175,40,78,64,40,837610,3.1505110051759377,41.4,16.02058237127064,10.4,16.3,6.800000000000001,64.2,60.699999999999996,35.9,17.1,22,8.1,16.900000000000002,67652,4.6,34637,36251,5.5,29.5,9.3,7.000000000000001,69.1,30.9,905,8530.31,453407187.9,25,20937.32,1618162048.81,20,2718188618.0000005,4975816,499990,55609,7,5,0,4,3,0,1,2,0,50307,5302,20264,13304495,2907,12,2668,118932,98625,0,1259096913.54,170328,2825044829.4411907,0.10199999809265137,0.11699999868869781,0.07199999690055847,48131378000,484260,46748436000,112.055,48094156,42607944,112.578,50960155,42806847,55269,47457363,62618,54184376
Olympia-Lacey-Tumwater,WA,Olympia-Lacey-TumwaterWA,14,-0.06024517069486307,1.0544892217091872,-0.7400277325982507,-3.9359115061461343,47,82,20,17,279711,14.841334685481788,39,18.504456385340585,10.4,12.5,6,62.5,56.8,42.699999999999996,16.900000000000002,21.2,8.200000000000001,11,72003,5.6000000000000005,35169,39652,4.8,35.699999999999996,8.1,4,66.4,33.6,587,2632.51,130608836.07,19,3915.31999999999,419851002.99,13,0,0,0,13326,1,1,0,0,2,0,0,0,0,12654,672,6210,2069900,469,2,401,24607,30024,0,279782824.05,56859,720969621.3550665,0.07699999958276749,0.0729999989271164,0.05299999937415123,14565474000,156079,15065168000,120.436,14538271,12478593,126.002,16245024,13055380,52297,15229670,61062,18195215
Madison,WI,MadisonWI,16,0.30936729330442514,1.5390802881352224,1.035559668495209,3.499094757921697,71,94,84,82,653725,17.20879112998077,36.2,13.987227045011283,10.299999999999999,8.7,5.6000000000000005,71.8,69.8,48.5,15.299999999999999,19.2,6.5,10.4,72374,5.1,39484,38776,3.9,46.1,7.6,3.5000000000000004,60.8,39.2,-1285,11600.46,487689637.47,21,25299.84,2048432752.04,17,3756749431,314183951,329999,76010,5,1,1,0,1,1,1,1,0,61541,14469,42130,6227006,1391,11,1667,79517,200861,0,578917347.27,104265,3312307425.12829,0.0989999994635582,0.1120000034570694,0.08799999952316284,51773830000,516533,41100719000,121.43,51845627,46147565,126.098,56636713,47921532,61665,41672119,69116,47218781
Sheboygan,WI,SheboyganWI,14,-0.7427170917565178,1.4313755013383254,-1.075934950434712,-5.454553342677005,14,92,10,5,115178,-0.13006381798001954,41.5,11.246939519699943,7.199999999999999,9.3,6,66.5,64.4,31.3,15.6,19.2,8.6,25.4,60696,3.8,31510,37094,4,25.1,5.6000000000000005,3.4000000000000004,72.3,27.700000000000003,34,403.38,14089553.23,4,393.81,38660409.92,2,17730986,0,0,3098,0,0,0,0,1,0,0,0,0,2221,877,1240,549739,125,2,173,7105,11281,0,95013171.85,24011,73636682.47881442,0.014999999664723873,0.017000000923871994,0.012000000104308128,7332051000,75339,6132266000,107.005,7316635,6459342,107.182,7747640,6470065,52696,6202453,58425,6879349
Warner Robins,GA,Warner RobinsGA,22,0.23596640597113855,0.13364483112175143,-0.39877064694065384,0.4201544767639594,66,52,33,70,180652,33.935349940688006,35.7,41.36627327679738,15.1,20.599999999999998,11.5,64.60000000000001,58.4,35.099999999999994,17.8,22.400000000000002,11,13.700000000000001,58832,2.1999999999999997,28714,33132,11.799999999999999,27.200000000000003,5.7,3.4000000000000004,66,34,914,1406.63,59120231.19,6,2009.44,129470212.74,8,0,0,986869,15206,0,1,0,0,1,0,0,0,0,14738,468,11906,3910892,710,4,358,16954,16646,0,238058050.71,31475,257736984.72625726,0.03999999910593033,0.04399999976158142,0.029999999329447746,8633044000,107053,8336258000,109.771,8329170,7212500,112.28,8993124,7377378,42458,8019431,48160,9402997
Morristown,TN,MorristownTN,25,-1.1516065738874102,-0.9500125173579945,-1.0904349910379956,-0.24387152558496583,4,16,9,62,140912,4.475221685103348,42.6,7.473458612467356,15.9,22.3,7.6,55.900000000000006,52.400000000000006,26.900000000000002,18.7,20.200000000000003,10.6,23.7,45878,4.1000000000000005,24155,27586,10.6,15.7,4.1000000000000005,2.9000000000000004,70.1,29.9,62,573.19,20813786.16,4,1051.31,66198136.98,3,0,0,0,12245,1,1,0,0,0,1,0,0,0,11104,1141,5296,6465781,1508,2,173,9687,13067,0,122442516.41,27760,149566078.73734662,0.04600000008940697,0.04699999839067459,0.029999999329447746,4900687000,60976,4550928000,111.008,5402255,4666608,120.115,6218224,5049429,38103,5405385,44279,6369754
Albany-Lebanon,OR,Albany-LebanonOR,18,-0.8937006012415116,-0.12750490765570135,-1.3559087145410964,-3.449679114791973,10,40,4,23,125048,0,39.6,10.40560424796878,13.3,16.1,7.3,58.699999999999996,54.800000000000004,32.4,18,19.7,11.799999999999999,18.099999999999998,55893,5,27345,32137,7.1,19.3,4.3999999999999995,2.4,67.10000000000001,32.9,-57,126.56,4974568.93,6,1279.15,116367160.51,3,0,0,0,10347,0,1,0,0,0,0,0,0,0,10347,0,1722,1398014,331,2,95,4277,9452,0,115330309.28,28142,161572169.85348532,0.04600000008940697,0.03999999910593033,0.028999999165534973,5108617000,63210,5698614000,122.478,5113395,4494651,123.256,5608491,4523198,44501,5682784,52695,6841839
Fort Wayne,IN,Fort WayneIN,6,-0.23173326157242574,0.46775185911685446,1.7248206884762327,-2.9965645134844876,39,67,94,26,406305,-1.3983162932241555,36.4,19.59660845916245,13,19.400000000000002,6.5,66.8,63.6,34,16,22,7.9,20.1,55341,4.2,29383,32700,8.5,27.800000000000004,6.3,3.8,71,28.999999999999996,222,4107.71,143502948.04,9,15692.19,1289299149.4,12,137039068,0,0,25364,3,0,1,0,4,0,0,2,0,22319,3045,8522,6073141,1308,9,1658,79807,97628,0,330262029.6,76152,1970181432.598234,0.13600000739097595,0.13699999451637268,0.1080000028014183,24931641000,281062,20921820000,121.55,23811421,21216439,121.849,25156180,21268711,47392,19731290,54623,23107730
Lawrence,KS,LawrenceKS,11,0.5266135855473928,-0.40736081745626157,-1.6707675002077607,22.729283672849427,80,29,2,100,120290,10.305175512599485,29.8,17.589159531133095,18,12.2,7.3,71,67.9,44.3,17.8,21.099999999999998,5.800000000000001,10.9,59435,4.3999999999999995,32281,26541,7.1,49.6,7.1,2.9000000000000004,50.1,49.9,-1106,9646.01,544838443.95,8,292.02,18701964.2,1,1816930955,28993594,399808,35484,1,0,0,0,0,1,1,0,1,24211,11273,17032,4784659,1051,1,142,6727,5769,0,112803996.73,16063,774818259.181443,0.19499999284744263,0.1850000023841858,0.13899999856948853,5301479000,74743,5523429000,113.926,5307160,4578983,112.471,5586561,4520477,46612,5545320,51703,6171456
Killeen-Temple,TX,Killeen-TempleTX,3,0.2318863682232879,-0.056719456421272255,-0.08293907700957598,-1.9078498044789232,65,43,48,40,444716,14.485336518658865,31.6,33.910855467309474,13.600000000000001,18.7,9.2,63.6,51.6,33.800000000000004,20.3,22.5,10.299999999999999,13.100000000000001,54798,4.3,26081,30340,12,23.3,7.9,4.8,56.3,43.7,1001,3779.22,184908031.74,25,13783.59,1124906107.81,15,0,0,0,42705,3,2,0,0,2,0,0,0,0,41409,1296,13026,5470078,1163,6,1012,49231,43611,0,406248844.99,63252,1724644111.3155832,0.12200000137090683,0.11500000208616257,0.08699999749660492,19594041000,235490,19866978000,102.638,19489563,17034623,108.614,21967641,18026452,42265,19826868,47755,23213690
Rocky Mount,NC,Rocky MountNC,20,-0.1331052704592113,-0.9533221183536467,-0.4944108675654567,-2.992677614766172,43,16,29,27,146678,-2.63592854914404,41.7,52.48844407477604,18.2,26.700000000000003,12.9,59.199999999999996,55.00000000000001,29.599999999999998,18.2,21.7,10.2,20.200000000000003,44559,3.3000000000000003,24973,28224,9.9,18.2,3.4000000000000004,2,63.7,36.3,212,378.31,12538030.68,5,825.079999999999,56573719.0199999,5,0,0,0,9872,0,2,0,1,0,0,0,0,0,9742,130,4852,2732006,604,3,350,15667,10235,0,235513391.24,32943,96898378.01450841,0.020999999716877937,0.02500000037252903,0.01600000075995922,6762340000,74449,5946427000,105.31,6727476,5782794,114.164,7799020,6268970,41793,6012671,48812,7006203
Santa Maria-Santa Barbara,CA,Santa Maria-Santa BarbaraCA,35,0.933925806154477,-0.05963436897471266,-0.9005061831383625,4.499748020899652,90,43,15,85,444829,6.916940471240296,33.8,22.492013785072466,13.5,15.6,7.7,64.1,59.9,35.9,21.3,19.2,14.299999999999999,9.3,74624,6.3,36039,30042,10,34.2,23,17.599999999999998,51.9,48.1,-613,8558.04,784135230.11,15,6124.82,639857500.62,10,263099833.99999997,17405167,347711,69966,1,2,1,1,1,1,1,3,0,64185,5781,31910,13067724,2632,5,887,38440,23980,0,634633601.32,71534,1776399888.6566412,0.09099999815225601,0.08900000154972076,0.0689999982714653,29893355000,284684,27937231000,117.9,29778013,27069375,124.267,33306884,28531154,63586,28509928,73995,33037087
